STOP_ID_ANONY,STOP_FRISK_DATE,STOP_FRISK_TIME,MONTH2,DAY2,LOCATION_IN_OUT_CODE,JURISDICTION_CODE,JURISDICTION_DESCRIPTION,STOP_LOCATION_PRECINCT,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_FULL_ADDRESS,STOP_LOCATION_STREET_NAME,STOP_LOCATION_X,STOP_LOCATION_Y,STOP_LOCATION_ZIP_CODE,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME,STOP_ID_ANONY-2,SUSPECTED_CRIME_DESCRIPTION,SUSPECT_ARRESTED_FLAG,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,STOP_ID_ANONY-1,ISSUING_OFFICER_RANK,ISSUING_OFFICER_COMMAND_CODE,SUPERVISING_OFFICER_RANK,SUPERVISING_OFFICER_COMMAND_CODE,OFFICER_IN_UNIFORM_FLAG,ID_CARD_IDENTIFIES_OFFICER_FLAG,SHIELD_IDENTIFIES_OFFICER_FLAG,VERBAL_IDENTIFIES_OFFICER_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR
4082,12/8/2019,00:08:00,December,Sunday,O,P,PSB,41,C,EAST 163 STREET && REV JAMES POLITE AVENUE,EAST 163 STREET,1012220,238675,,PBBX,BRONX,4082,ROBBERY,0,1,0,0,1,0,0,0,0,0,4082,POM,41,SGT,41,1,0,0,0,0,1,1,0,0,0,(null),Y,21,FEMALE,BLACK,5.6,135,THN,BRO,BLK
4084,12/18/2019,13:00:00,December,Wednesday,S,P,PSB,41,A,1106 GARRISON AVENUE,GARRISON AVENUE,1014838,237890,,PBBX,BRONX,4084,CPW,1,1,0,0,0,1,1,0,0,1,4084,POM,41,SGT,318,0,0,1,1,0,1,1,0,0,0,(null),(null),22,MALE,BLACK HISPANIC,5.9,150,(null),(null),(null)
4085,12/18/2019,13:00:00,December,Wednesday,O,,,41,A,1106 GARRISON AVENUE,GARRISON AVENUE,1014838,237890,,PBBX,BRONX,4085,CPW,1,1,0,0,0,0,0,0,0,0,4085,POM,41,SGT,318,0,0,1,1,0,1,1,0,0,0,(null),(null),32,MALE,BLACK,6.1,200,MED,BRO,BLK
4089,12/23/2019,16:13:00,December,Monday,O,P,PSB,41,C,KELLY STREET && WESTCHESTER AVENUE,KELLY STREET,1013073,239001,,PBBX,BRONX,4089,CPW,0,1,0,0,0,0,0,0,0,0,4089,POM,318,SGT,318,0,0,1,1,0,0,0,0,0,0,Y,(null),19,MALE,WHITE HISPANIC,5.4,130,THN,BRO,BLK
4090,12/23/2019,16:13:00,December,Monday,,P,PSB,41,C,KELLY STREET && WESTCHESTER AVENUE,KELLY STREET,1013073,239001,,PBBX,BRONX,4090,CPW,0,1,0,0,0,0,0,0,0,0,4090,POM,318,SGT,318,0,0,1,1,0,0,0,0,0,0,Y,(null),15,MALE,WHITE HISPANIC,5.7,150,MED,BRO,BLK
4091,12/23/2019,16:13:00,December,Monday,O,P,PSB,41,C,KELLY STREET && WESTCHESTER AVENUE,KELLY STREET,1013073,239001,,PBBX,BRONX,4091,CPW,0,1,0,0,0,0,0,0,0,0,4091,POM,318,SGT,318,0,0,1,1,0,0,0,0,0,0,Y,(null),17,MALE,WHITE HISPANIC,5.1,160,MED,BRO,BLK
4092,12/23/2019,16:13:00,December,Monday,O,P,PSB,41,C,KELLY STREET && WESTCHESTER AVENUE,KELLY STREET,1013073,239001,,PBBX,BRONX,4092,CPW,1,1,1,0,0,0,0,0,0,0,4092,POM,318,SGT,318,0,0,1,1,0,0,0,0,0,0,Y,(null),22,MALE,BLACK HISPANIC,5.11,170,MED,BRO,BLK
4097,1/3/2019,22:00:00,January,Thursday,I,P,PSB,42,B,985 EAST 174 STREET,EAST 174 STREET,1016116,244019,,PBBX,BRONX,4097,CPW,1,1,1,0,0,1,1,0,0,1,4097,POM,52,LT,183,0,0,1,1,0,1,0,0,0,0,(null),(null),42,MALE,BLACK,6,180,THN,BRO,BLK
4098,1/3/2019,21:20:00,January,Thursday,O,P,PSB,42,B,FREEMAN STREET && INTERVALE AVENUE,FREEMAN STREET,1013761,241742,,PBBX,BRONX,4098,CPW,0,1,0,0,1,0,0,0,0,0,4098,POM,52,SGT,47,0,0,1,1,0,1,0,0,0,0,Y,(null),27,MALE,BLACK,6.3,180,THN,BRO,BLK
4099,1/3/2019,22:00:00,January,Thursday,,P,PSB,42,B,985 EAST 174 STREET,EAST 174 STREET,1016116,244019,,PBBX,BRONX,4099,CPW,1,1,1,0,0,1,1,0,0,1,4099,POM,52,SGT,47,0,0,1,1,0,1,0,0,0,0,Y,Y,42,MALE,BLACK,6,190,U,BRO,BLK
4100,1/5/2019,13:25:00,January,Saturday,,P,PSB,42,B,EAST 174 STREET && VYSE AVENUE,EAST 174 STREET,1015805,244156,,PBBX,BRONX,4100,CPW,1,1,1,0,1,1,0,1,0,1,4100,POM,42,SGT,42,0,0,1,1,0,1,0,0,0,0,(null),(null),31,MALE,BLACK,5.8,170,THN,BRO,BLK
4101,1/11/2019,09:31:00,January,Friday,O,,,42,A,EAST 175 STREET && CROTONA PARKWAY,EAST 175 STREET,1015726,245021,,PBBX,BRONX,4101,CRIMINAL POSSESSION OF MARIHUANA,0,1,0,1,1,0,0,0,0,0,4101,POF,48,SGT,48,1,0,0,0,0,0,0,0,0,0,Y,(null),,MALE,BLACK,6.1,175,THN,BRO,BLK
4102,1/11/2019,09:31:00,January,Friday,,,,42,A,EAST 175 STREET && CROTONA PARKWAY,EAST 175 STREET,1015726,245021,,PBBX,BRONX,4102,OTHER,0,1,0,1,1,0,0,0,0,0,4102,POM,48,SGT,48,1,0,0,0,0,0,0,0,0,0,Y,(null),27,MALE,BLACK,6.2,200,HEA,BRO,BLK
4104,1/14/2019,23:10:00,January,Monday,O,P,PSB,42,A,EAST 169 STREET && PARK AVENUE,EAST 169 STREET,1009962,242927,,PBBX,BRONX,4104,BURGLARY,0,0,0,0,0,0,0,0,0,0,4104,POM,807,SGT,807,0,0,1,1,1,0,0,0,0,1,Y,(null),36,MALE,WHITE HISPANIC,6,175,MED,BRO,XXX
4105,1/19/2019,12:47:00,January,Saturday,O,H,Housing,42,B,1485 VYSE AVENUE,VYSE AVENUE,1015102,242608,,PBBX,BRONX,4105,CPW,0,1,0,0,0,0,0,0,0,0,4105,POF,807,SGT,807,1,0,0,0,0,0,1,0,0,0,Y,Y,25,MALE,BLACK,5.7,180,THN,BRO,BLK
4106,1/23/2019,00:50:00,January,Wednesday,I,,,42,C,460 EAST 167 STREET,EAST 167 STREET,1009621,241686,,PBBX,BRONX,4106,CPW,0,1,0,1,1,0,0,0,1,1,4106,DTS,425,LT,425,0,0,1,1,0,1,0,0,0,0,(null),(null),25,MALE,BLACK,5.8,200,MED,BRO,BLK
4107,1/24/2019,14:58:00,January,Thursday,O,H,Housing,42,A,1325 FRANKLIN AVENUE,FRANKLIN AVENUE,1011554,242598,,PBBX,BRONX,4107,OTHER,0,0,0,0,0,0,0,0,0,0,4107,POM,807,SGT,807,1,0,0,0,0,0,1,0,0,0,(null),(null),57,MALE,BLACK,6,180,THN,BRO,BLK
4108,1/18/2019,23:35:00,January,Friday,,,,42,B,PROSPECT AVENUE && FREEMAN STREET,PROSPECT AVENUE,1012706,241820,,PBBX,BRONX,4108,CPW,0,1,0,0,1,0,0,0,0,0,4108,POM,425,LSA,425,0,0,1,1,0,1,0,0,0,0,(null),(null),30,MALE,BLACK,6,160,MED,BRO,BLK
4111,2/3/2019,06:30:00,February,Sunday,O,,,42,C,EAST 162 STREET && COURTLANDT AVENUE,EAST 162 STREET,1007843,239931,,PBBX,BRONX,4111,ASSAULT,0,1,0,0,0,0,0,0,0,0,4111,POM,42,SGT,42,1,0,0,0,0,0,0,0,0,0,Y,(null),20,MALE,BLACK,5.11,190,MED,BRO,BLK
4114,2/12/2019,08:05:00,February,Tuesday,,,,42,C,3 AVENUE && EAST 166 STREET,3 AVENUE,1009979,241055,,PBBX,BRONX,4114,CPW,0,1,0,0,0,0,0,0,0,0,4114,POM,42,SGT,42,1,0,0,0,0,1,0,0,0,0,(null),(null),22,MALE,BLACK,6.1,180,MED,BLK,BLK
4115,2/11/2019,22:59:00,February,Monday,O,,,42,C,EAST 167 STREET && WASHINGTON AVENUE,EAST 167 STREET,1009787,241618,,PBBX,BRONX,4115,CPW,0,1,1,1,1,0,0,0,0,0,4115,POM,42,SGT,42,1,0,0,0,0,0,1,0,0,0,(null),Y,20,MALE,BLACK,5.11,160,THN,BRO,BLK
4116,2/15/2019,01:50:00,February,Friday,O,,,42,D,825 EAST 165 STREET,EAST 165 STREET,1011793,239583,,PBBX,BRONX,4116,CPW,0,1,0,0,1,0,0,0,0,0,4116,POF,42,SGT,42,1,0,0,0,0,1,0,0,0,0,(null),(null),18,MALE,WHITE HISPANIC,5.5,160,THN,BRO,(null)
